filename,file_path,status,written_fields,missing_required,providers_used,error,title,artist,album,album_artist,year,date,genre,subgenre,mood,moods,energy,valence,danceability,key,language,instruments,vocals,themes,occasion,weather,season,age_group,track_number,disc_number,composer,publisher,copyright,bpm,isrc,comment,lyrics,label,catalog_number,has_cover_art,cover_art_url,analysis_summary,analysis_json,field_confidence_json,field_sources_json,hybrid_stage_summary,notes
217HALO - Golden Hour.mp3,C:\Users\spicy\Documents\projects\smc\ds-local hero\ftp_downloads\mp3\217HALO - Golden Hour.mp3,dry_run_done,,album; genre; subgenre; mood; bpm; key; language; track_number; disc_number,itunes; lastfm; local_cleanup,,Golden Hour,217HALO,,,2026,2026-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,"{""title"": 1.0, ""artist"": 1.0, ""date"": 1.0, ""year"": 1.0, ""album"": 0.608, ""album_artist"": 0.608, ""genre"": 0.608, ""track_number"": 0.608, ""disc_number"": 0.608, ""cover_art_url"": 0.608}","{""title"": ""itunes, lastfm, local_cleanup"", ""artist"": ""itunes, lastfm, local_cleanup"", ""date"": ""existing_file_tag, itunes"", ""year"": ""existing_file_tag, itunes""}","stage0_prepare=local_cleanup; stage1_free=deezer,discogs,itunes,lastfm,musicbrainz,spotify,wikidata; stage2_web=web_discovery","local_cleanup: stage0_prepare: parsed artist/title from filename; itunes: stage1_free: Apple iTunes Search API; title_similarity=1.00; artist_similarity=1.00; deezer: stage1_free: no match; wikidata: stage1_free: no match; musicbrainz: stage1_free: rejected low local similarity title=1.00, artist=0.19, api=1.00; spotify: stage1_free: no match; lastfm: stage1_free: track.getInfo; title_similarity=1.00; artist_similarity=1.00; discogs: stage1_free: no match; web_discovery: stage2_web: no allowed web metadata found; conflict on title: Golden Hour (1.53), 217HALO - Golden Hour [Official Music Video] (0.76); conflict on artist: 217HALO (1.53), divaria (0.76); conflict on album: Golden Hour - Single (0.61), Golden Hour (0.42)"
