filename,file_path,title,artist,album,album_artist,year,date,genre,subgenre,mood,moods,energy,valence,danceability,key,language,instruments,vocals,themes,occasion,weather,season,age_group,track_number,disc_number,composer,publisher,copyright,bpm,isrc,label,catalog_number,has_cover_art,cover_art_url,quality_score,validation_status,missing_tags,sources
217HALO - Golden Hour.mp3,C:\Users\spicy\Documents\projects\smc\ds-local hero\tag_creator\test_media\free_ai_5\217HALO - Golden Hour.mp3,Golden Hour,217HALO,Golden Hour,,2026,2026-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,0.788,needs_review,genre; subgenre; mood; bpm; key; language; track_number; disc_number,"{""title"": ""itunes, lastfm, local_cleanup"", ""artist"": ""itunes, lastfm, local_cleanup"", ""date"": ""existing_file_tag, itunes"", ""year"": ""existing_file_tag, itunes"", ""album"": ""lastfm""}"
